Numero_Expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal,Descripcio_dia_setmana,NK_ Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripció_sexe,Edat,Descripció_tipus_persona,Descripcio_Lloc_atropellament_vianat,Descripcio_Motiu_desplaÃ§ament_vianant,Descripcio_Motiu_desplaÃ§ament_conductor,Descripcio_victimitzacio,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud_WGS84,Latitud_WGS84,Dia
2021S001771    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0306 0306,Dimecres,2021,4,Abril,7,Tarda,19,No és causa del  vianant,Motocicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,430314.89,4582669.62,2.165.353.640,41.390.693.420,7/04/2021
2021S001756    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0311 0311,Dimecres,2021,4,Abril,7,Matí,10,No és causa del  vianant,Motocicleta,Home,51,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430113.64,4582513.89,2.162.964.659,41.389.273.339,7/04/2021
2021S001769    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0361B0361B,Dimecres,2021,4,Abril,7,Tarda,19,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,17,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,430142.33,4583396.68,2.163.205.900,41.397.226.834,7/04/2021
2021S001757    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0393 0393,Dimecres,2021,4,Abril,7,Matí,11,No és causa del  vianant,Turisme,Home,50,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,429676.49,4583244.70,2.157.651.543,41.395.817.376,7/04/2021
2021S001763    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0089 0089,Dimecres,2021,4,Abril,7,Tarda,16,No és causa del  vianant,Ciclomotor,Home,49,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Amb assistència sanitària en lloc d'accident,429653.89,4582562.53,2.157.460.505,41.389.671.324,7/04/2021
2021S001755    ,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputació,0146 0146,Dimecres,2021,4,Abril,7,Matí,11,No és causa del  vianant,Bicicleta,Home,22,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,429617.79,4581799.00,2.157.117.506,41.382.791.301,7/04/2021
2021S001761    ,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes,0170 0184,Dimecres,2021,4,Abril,7,Tarda,15,No és causa del  vianant,Motocicleta,Home,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,428098.17,4580082.76,2.139.148.762,41.367.199.287,7/04/2021
2021S001765    ,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes,0170 0184,Dimecres,2021,4,Abril,7,Tarda,18,No és causa del  vianant,Motocicleta,Dona,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,428098.17,4580082.76,2.139.148.762,41.367.199.287,7/04/2021
2021S001770    ,3,Sants-Montjuïc,18,Sants,30806,Badalona,0017 0017,Dimecres,2021,4,Abril,7,Tarda,19,No és causa del  vianant,Motocicleta,Dona,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,427905.59,4581343.57,2.136.696.325,41.378.537.720,7/04/2021
2021S001760    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas,0014 0018,Dimecres,2021,4,Abril,7,Matí,12,No és causa del  vianant,Motocicleta,Home,35,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,425510.26,4581363.36,2.108.051.337,41.378.497.666,7/04/2021
2021S001754    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0189 0189,Dimecres,2021,4,Abril,7,Matí,11,No és causa del  vianant,Motocicleta,Home,61,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,429260.50,4583355.96,2.152.662.902,41.396.782.950,7/04/2021
2021S001762    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes,0363 0363,Dimecres,2021,4,Abril,7,Tarda,14,No és causa del  vianant,Motocicleta,Home,60,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,428309.78,4584182.42,2.141.193.325,41.404.142.312,7/04/2021
2021S001772    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,173304,Johann Sebastian Bach,0009 0009,Dimecres,2021,4,Abril,7,Tarda,19,No és causa del  vianant,Ciclomotor,Home,22,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Amb assistència sanitària en lloc d'accident,428132.72,4583262.68,2.139.184.496,41.395.842.758,7/04/2021
2021S001753    ,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,0171A0181A,Dimecres,2021,4,Abril,7,Matí,8,No és causa del  vianant,Motocicleta,Dona,28,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,428909.09,4587713.86,2.147.947.214,41.436.001.817,7/04/2021
2021S001758    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,111704,Escòcia,0006 0006,Dimecres,2021,4,Abril,7,Matí,12,No és causa del  vianant,Motocicleta,Home,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431870.87,4586880.87,2.183.488.884,41.428.756.243,7/04/2021
2021S001764    ,9,Sant Andreu,60,Sant Andreu,119003,Fabra i Puig,0116 0116,Dimecres,2021,4,Abril,7,Tarda,17,No és causa del  vianant,Motocicleta,Home,48,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,431854.61,4587049.77,2.183.275.248,41.430.276.088,7/04/2021
2021S001766    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700654,Litoral,9993 9993,Dimecres,2021,4,Abril,7,Tarda,18,No és causa del  vianant,Motocicleta,Home,21,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,432910.76,4582300.75,2.196.441.419,41.387.591.942,7/04/2021
2021S001766    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700654,Litoral,9993 9993,Dimecres,2021,4,Abril,7,Tarda,18,No és causa del  vianant,Turisme,Dona,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,432910.76,4582300.75,2.196.441.419,41.387.591.942,7/04/2021
2021S001773    ,3,Sants-Montjuïc,11,el Poble-sec,198804,Paral·lel,0087 0087,Dimecres,2021,4,Abril,7,Tarda,21,Desobeir el senyal del semàfor,Turisme,Home,36,Vianant,En pas regulat per semàfor                                                                                                                            ,Altres activitats,Desconegut,Ferit lleu: Hospitalització fins a 24h,430316.25,4580904.02,2.165.573.065,41.374.791.317,7/04/2021
2021S001759    ,1,Ciutat Vella,2,el Barri Gòtic,158300,Hostal d'en Sol,0014 0014,Dimecres,2021,4,Abril,7,Tarda,15,Creuar per fora pas de vianants,Turisme,Dona,54,Vianant,Fora del pas                                                                                                                                          ,En missió,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,431578.85,4581630.59,2.180.588.114,41.381.443.741,7/04/2021
2021S001787    ,1,Ciutat Vella,3,la Barceloneta,700813,Doctor Aiguader,0010 0012,Dijous,2021,4,Abril,8,Tarda,19,No és causa del  vianant,Turisme,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Rebutja assistència sanitària,432169.83,4581741.29,2.187.642.898,41.382.490.857,8/04/2021
2021S001787    ,1,Ciutat Vella,3,la Barceloneta,700813,Doctor Aiguader,0010 0012,Dijous,2021,4,Abril,8,Tarda,19,No és causa del  vianant,Turisme,Home,59,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,432169.83,4581741.29,2.187.642.898,41.382.490.857,8/04/2021
2021S001788    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0648 0648,Dijous,2021,4,Abril,8,Tarda,17,No és causa del  vianant,Motocicleta,Home,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,430692.29,4582621.69,2.169.872.853,41.390.294.357,8/04/2021
2021S001795    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0648 0648,Dijous,2021,4,Abril,8,Tarda,20,No és causa del  vianant,Motocicleta,Dona,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,430692.29,4582621.69,2.169.872.853,41.390.294.357,8/04/2021
2021S001795    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0648 0648,Dijous,2021,4,Abril,8,Tarda,20,No és causa del  vianant,Motocicleta,Home,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,430692.29,4582621.69,2.169.872.853,41.390.294.357,8/04/2021
2021S001777    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,9997 9997,Dijous,2021,4,Abril,8,Matí,12,No és causa del  vianant,Turisme,Home,30,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,430795.10,4582761.18,2.171.086.513,41.391.559.558,8/04/2021
2021S001778    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0095 0095,Dijous,2021,4,Abril,8,Matí,12,No és causa del  vianant,Bicicleta,Home,41,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429512.07,4581934.09,2.155.837.522,41.383.998.752,8/04/2021
2021S001796    ,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes,0134 0138,Dijous,2021,4,Abril,8,Tarda,17,No és causa del  vianant,Turisme,Home,51,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427768.32,4579740.74,2.135.245.947,41.364.089.285,8/04/2021
2021S001784    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes,0173 0175,Dijous,2021,4,Abril,8,Tarda,17,No és causa del  vianant,Motocicleta,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,428043.84,4580117.29,2.138.495.111,41.367.505.429,8/04/2021
2021S001783    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,211505,Milanesat,9999 9999,Dijous,2021,4,Abril,8,Tarda,17,No és causa del  vianant,Motocicleta,Home,28,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,427307.65,4583475.57,2.129.290.356,41.397.685.972,8/04/2021
2021S001794    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701103,Alfonso Comín,0013 0013,Dijous,2021,4,Abril,8,Tarda,19,No és causa del  vianant,Motocicleta,Home,51,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427961.89,4585326.66,2.136.895.426,41.414.416.894,8/04/2021
2021S001797    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,320704,Sarrià,0084 0086,Dijous,2021,4,Abril,8,Tarda,20,No és causa del  vianant,Ciclomotor,Home,32,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Rebutja assistència sanitària,427910.65,4582804.32,2.136.582.930,41.391.694.600,8/04/2021
2021S001797    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,320704,Sarrià,0084 0086,Dijous,2021,4,Abril,8,Tarda,20,No és causa del  vianant,Motocicleta,Home,52,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Amb assistència sanitària en lloc d'accident,427910.65,4582804.32,2.136.582.930,41.391.694.600,8/04/2021
2021S001782    ,6,Gràcia,28,Vallcarca i els Penitents,701267,Dalt (Besòs),"6,00E+00",Dijous,2021,4,Abril,8,Tarda,14,No és causa del  vianant,Motocicleta,Home,64,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Amb assistència sanitària en lloc d'accident,428022.17,4585473.76,2.137.599.123,41.415.747.166,8/04/2021
2021S001789    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),1100000,Dijous,2021,4,Abril,8,Tarda,18,No és causa del  vianant,Motocicleta,Home,55,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit greu: hospitalització superior a 24h,428543.18,4586839.61,2.143.671.306,41.428.095.331,8/04/2021
2021S001785    ,7,Horta-Guinardó,43,Horta,262903,Porrera,0024 0024,Dijous,2021,4,Abril,8,Tarda,14,No és causa del  vianant,Turisme,Dona,68,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Rebutja assistència sanitària,429873.21,4587887.24,2.159.465.991,41.437.648.200,8/04/2021
2021S001785    ,7,Horta-Guinardó,43,Horta,262903,Porrera,0024 0024,Dijous,2021,4,Abril,8,Tarda,14,No és causa del  vianant,Turisme,Dona,63,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,429873.21,4587887.24,2.159.465.991,41.437.648.200,8/04/2021
2021S001791    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria,0220 0220,Dijous,2021,4,Abril,8,Tarda,18,No és causa del  vianant,Bicicleta,Home,34,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431356.70,4585003.66,2.177.548.957,41.411.805.042,8/04/2021
2021S001781    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,346402,Trinxant,0074 0078,Dijous,2021,4,Abril,8,Tarda,14,No és causa del  vianant,Motocicleta,Dona,47,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,431977.95,4585364.37,2.184.940.995,41.415.106.696,8/04/2021
2021S001779    ,10,Sant Martí,68,el Poblenou,332000,Taulat,0001 0001,Dijous,2021,4,Abril,8,Matí,8,No és causa del  vianant,Motocicleta,Home,40,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,433293.09,4583114.39,2.200.924.262,41.394.952.019,8/04/2021
2021S001790    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700654,Litoral,0098 0098,Dijous,2021,4,Abril,8,Tarda,19,No és causa del  vianant,Motocicleta,Dona,33,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,434273.15,4583794.77,2.212.572.815,41.401.160.796,8/04/2021
2021S001776    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),600000,Dijous,2021,4,Abril,8,Matí,11,No és causa del  vianant,Motocicleta,Home,46,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,434731.89,4584332.53,2.218.002.296,41.406.041.674,8/04/2021
2021S001792    ,10,Sant Martí,70,el Besòs i el Maresme,94300,Cristóbal de Moura,0231 0231,Dijous,2021,4,Abril,8,Tarda,18,No és causa del  vianant,Turisme,Dona,45,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,434422.02,4585555.15,2.214.162.729,41.417.028.284,8/04/2021
2021S001775    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes,0099 0099,Dijous,2021,4,Abril,8,Matí,12,No és causa del  vianant,Bicicleta,Dona,41,Vianant,En pas regulat per semàfor                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,429807.03,4582788.38,2.159.265.847,41.391.718.866,8/04/2021
2021S001808    ,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,0283 0283,Dijous,2021,4,Abril,8,Tarda,18,Desobeir el senyal del semàfor,Taxi,Dona,13,Vianant,En pas regulat per semàfor                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,428710.02,4582376.61,2.146.193.891,41.387.913.661,8/04/2021
2021S001780    ,9,Sant Andreu,62,el Congrés i els Indians,140407,Garcilaso,0236 0238,Dijous,2021,4,Abril,8,Matí,13,No és causa del  vianant,Furgoneta,Dona,41,Vianant,En pas regulat per semàfor                                                                                                                            ,Es desconeix,Desconegut,Ferit lleu: Hospitalització fins a 24h,431391.92,4586340.52,2.177.818.606,41.423.848.707,8/04/2021
2021S001811    ,1,Ciutat Vella,3,la Barceloneta,197903,Marítim de la Barceloneta,0042 0042,Dijous,2021,4,Abril,8,Matí,13,Transitar a peu per la calçada,Furgoneta,Dona,76,Vianant,Fora del pas                                                                                                                                          ,Es desconeix,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,433034.12,4582113.59,2.197.937.452,41.385.916.522,8/04/2021
2021S001793    ,2,Eixample,6,la Sagrada Família,105304,Dos de Maig,0321 0323,Dijous,2021,4,Abril,8,Matí,12,Creuar per fora pas de vianants,Furgoneta,Dona,90,Vianant,Fora del pas                                                                                                                                          ,Oci i entreteniment,Desconegut,Ferit lleu: Hospitalització fins a 24h,431221.46,4584975.31,2.175.934.177,41.411.538.135,8/04/2021
2021S001786    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44709,Bonanova,0044 0044,Dijous,2021,4,Abril,8,Tarda,17,Creuar per fora pas de vianants,Motocicleta,Dona,15,Vianant,Fora del pas                                                                                                                                          ,Oci i entreteniment,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,427248.63,4584176.50,2.128.500.127,41.403.993.614,8/04/2021
2021S001786    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44709,Bonanova,0044 0044,Dijous,2021,4,Abril,8,Tarda,17,Creuar per fora pas de vianants,Motocicleta,Home,51,Conductor,Fora del pas                                                                                                                                          ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,427248.63,4584176.50,2.128.500.127,41.403.993.614,8/04/2021
2021S001814    ,1,Ciutat Vella,2,el Barri Gòtic,177101,Laietana,0033 0033,Divendres,2021,4,Abril,9,Tarda,17,No és causa del  vianant,Bicicleta,Dona,54,Vianant,A la vorera / Andana                                                                                                                                  ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431289.75,4582035.61,2.177.084.989,41.385.066.992,9/04/2021
2021S001807    ,1,Ciutat Vella,3,la Barceloneta,701265,Litoral (Besòs),910000,Divendres,2021,4,Abril,9,Matí,13,No és causa del  vianant,Furgoneta,Home,42,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Amb assistència sanitària en lloc d'accident,432623.95,4582055.23,2.193.038.617,41.385.356.618,9/04/2021
2021S001818    ,2,Eixample,5,el Fort Pienc,28305,Ausiàs Marc,0130 0130,Divendres,2021,4,Abril,9,Tarda,17,No és causa del  vianant,Veh. mobilitat personal amb motor,Dona,25,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Hospitalització fins a 24h,431805.57,4583335.01,2.183.107.330,41.396.814.244,9/04/2021
2021S001816    ,2,Eixample,5,el Fort Pienc,71600,Casp,0097 0097,Divendres,2021,4,Abril,9,Tarda,18,No és causa del  vianant,Motocicleta,Home,52,Conductor,Desconegut                                                                                                                                            ,Desconegut,Altres activitats,Ferit lleu: Hospitalització fins a 24h,431480.34,4583236.60,2.179.228.327,41.395.900.231,9/04/2021
2021S001833    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0243 0243,Divendres,2021,4,Abril,9,Tarda,19,No és causa del  vianant,Turisme,Dona,35,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,431387.42,4584240.52,2.178.003.064,41.404.934.307,9/04/2021
2021S001833    ,2,Eixample,6,la Sagrada Família,238400,Padilla,0243 0243,Divendres,2021,4,Abril,9,Tarda,19,No és causa del  vianant,Turisme,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,431387.42,4584240.52,2.178.003.064,41.404.934.307,9/04/2021
2021S001801    ,2,Eixample,6,la Sagrada Família,292201,Sagrada Família,0017 0017,Divendres,2021,4,Abril,9,Matí,9,No és causa del  vianant,Motocicleta,Home,29,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431064.71,4583964.18,2.174.174.074,41.402.417.777,9/04/2021
2021S001806    ,2,Eixample,6,la Sagrada Família,350308,València,0519 0519,Divendres,2021,4,Abril,9,Matí,13,No és causa del  vianant,Motocicleta,Home,38,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,431611.47,4584341.07,2.180.671.939,41.405.859.032,9/04/2021
2021S001806    ,2,Eixample,6,la Sagrada Família,350308,València,0519 0519,Divendres,2021,4,Abril,9,Matí,13,No és causa del  vianant,Turisme,Home,64,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,431611.47,4584341.07,2.180.671.939,41.405.859.032,9/04/2021
2021S001799    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0357 0357,Divendres,2021,4,Abril,9,Matí,8,No és causa del  vianant,Ciclomotor,Dona,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,430897.48,4583465.33,2.172.230.604,41.397.910.428,9/04/2021
2021S001830    ,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0063 0063,Divendres,2021,4,Abril,9,Tarda,17,No és causa del  vianant,Motocicleta,Home,27,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Amb assistència sanitària en lloc d'accident,430122.52,4582723.43,2.163.046.675,41.391.161.370,9/04/2021
2021S001800    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0243 0243,Divendres,2021,4,Abril,9,Matí,9,No és causa del  vianant,Motocicleta,Dona,41,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,429788.79,4583120.84,2.159.009.128,41.394.711.629,9/04/2021
2021S001804    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,0258 0258,Divendres,2021,4,Abril,9,Matí,12,No és causa del  vianant,Veh. mobilitat personal amb motor,Home,59,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,430073.99,4583370.99,2.162.391.437,41.396.989.510,9/04/2021
2021S001823    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0082 0082,Divendres,2021,4,Abril,9,Tarda,20,No és causa del  vianant,Motocicleta,Home,30,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,430920.13,4583421.71,2.172.506.509,41.397.519.504,9/04/2021
2021S001823    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0082 0082,Divendres,2021,4,Abril,9,Tarda,20,No és causa del  vianant,Motocicleta,Home,39,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Hospitalització fins a 24h,430920.13,4583421.71,2.172.506.509,41.397.519.504,9/04/2021
2021S001809    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0489 0489,Divendres,2021,4,Abril,9,Tarda,15,No és causa del  vianant,Furgoneta,Home,27,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Rebutja assistència sanitària,429507.09,4581534.56,2.155.824.472,41.380.399.879,9/04/2021
2021S001809    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0489 0489,Divendres,2021,4,Abril,9,Tarda,15,No és causa del  vianant,Turisme,Home,38,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Rebutja assistència sanitària,429507.09,4581534.56,2.155.824.472,41.380.399.879,9/04/2021
2021S001809    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0489 0489,Divendres,2021,4,Abril,9,Tarda,15,No és causa del  vianant,Turisme,Dona,45,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,429507.09,4581534.56,2.155.824.472,41.380.399.879,9/04/2021
2021S001809    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0489 0489,Divendres,2021,4,Abril,9,Tarda,15,No és causa del  vianant,Turisme,Home,36,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Rebutja assistència sanitària,429507.09,4581534.56,2.155.824.472,41.380.399.879,9/04/2021
2021S001815    ,3,Sants-Montjuïc,15,Hostafrancs,45803,Bordeta,0090 0090,Divendres,2021,4,Abril,9,Matí,13,No és causa del  vianant,Motocicleta,Home,52,Conductor,Desconegut                                                                                                                                            ,Desconegut,Oci i entreteniment,Ferit lleu: Amb assistència sanitària en lloc d'accident,428369.62,4580691.16,2.142.322.214,41.372.703.154,9/04/2021
2021S001829    ,3,Sants-Montjuïc,16,la Bordeta,30602,Badal,0070 0076,Divendres,2021,4,Abril,9,Tarda,20,No és causa del  vianant,Ciclomotor,Dona,46,Conductor,Desconegut                                                                                                                                            ,Desconegut,Es desconeix,Ferit lleu: Hospitalització fins a 24h,427612.44,4580264.58,2.133.319.828,41.368.793.319,9/04/2021
2021S001819    ,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants,0272 0274,Divendres,2021,4,Abril,9,Tarda,16,No és causa del  vianant,Motocicleta,Home,24,Passatger,Desconegut                                                                                                                                            ,Desconegut,Desconegut,Ferit lleu: Hospitalització fins a 24h,427120.56,4581034.19,2.127.346.384,41.375.680.496,9/04/2021
2021S001840    ,3,Sants-Montjuïc,18,Sants,40300,Berlín,0078 0078,Divendres,2021,4,Abril,9,Tarda,20,No és causa del  vianant,Motocicleta,Dona,55,Conductor,Desconegut                                                                                                                                            ,Desconegut,In itínere,Ferit lleu: Amb assistència sanitària en lloc d'accident,428308.95,4582005.14,2.141.441.289,41.384.532.302,9/04/2021
2021S001821    ,4,Les Corts,20,la Maternitat i Sant Ramon,7258,Martí i Franquès,0014 0014,Divendres,2021,4,Abril,9,Tarda,17,No és causa del  vianant,Turisme,Home,54,Conductor,Desconegut                                                                                                                                            ,Desconegut,En missió,Ferit lleu: Hospitalització fins a 24h,426447.42,4581917.46,2.119.190.286,41.383.574.473,9/04/2021
